CountryCode,Year,T0-4,T5-9,T10-14,T15-19,T20-24,T25-29,T30-34,T35-39,T40-44,T45-49,T50-54,T55-59,T60-64,T65-69,T70-74,T75+,TTotal,M0-4,M5-9,M10-14,M15-19,M20-24,M25-29,M30-34,M35-39,M40-44,M45-49,M50-54,M55-59,M60-64,M65-69,M70-74,M75+,MTotal,F0-4,F5-9,F10-14,F15-19,F20-24,F25-29,F30-34,F35-39,F40-44,F45-49,F50-54,F55-59,F60-64,F65-69,F70-74,F75+,FTotal
COM,1995,0.702046208,1.12072654,1.675761196,2.281884549,2.993286313,4.49909501,5.68754013,6.388415673,6.522863646,6.799714897,6.221895184,5.129197716,4.279444038,3.585850428,2.057516951,3.454848701,2.932094221,0.589041425,0.938035292,1.405488096,1.989814047,2.720892222,4.163339797,5.331005774,6.124262745,6.438963987,6.910684002,6.733001658,5.756252481,4.950751685,4.10038883,2.445507709,4.028021016,2.769670144,0.819059948,1.309150034,1.953022769,2.580124975,3.270114381,4.83992358,6.048030478,6.6552623,6.607198423,6.686798965,5.725806452,4.532577904,3.683241252,3.152885187,1.753653445,3.060813532,3.096034118
COM,2000,0.619704345,0.992864579,1.442334779,1.865905566,2.530374741,3.846538116,4.924062648,5.457919059,5.306743282,5.020647685,5.865370005,5.027137646,3.945074106,3.174373098,1.822752986,2.774880033,2.544265124,0.537836701,0.844219097,1.207193206,1.602762485,2.252617907,3.486411426,4.518409426,5.145164659,5.212110989,5.159464461,6.249052025,5.621463771,4.477272727,3.627760252,2.174940898,3.515028018,2.386266598,0.704597094,1.146605377,1.684638046,2.135837957,2.813288652,4.211744578,5.335165492,5.774647887,5.401744137,4.881753092,5.479452055,4.462580309,3.455497382,2.788951462,1.542513168,2.263083451,2.70421699
COM,2005,0.498484895,0.608802962,0.887215498,1.344175481,1.965292324,2.790983954,3.771970758,4.546999042,4.896642721,4.981714388,4.954928758,5.697413291,4.943118897,4.399323181,4.171385428,3.041612241,2.15964959,0.432821263,0.524540161,0.753633591,1.157783671,1.750370271,2.538092432,3.471542622,4.267993122,4.74137931,5.034427256,5.21004459,6.111484218,5.650073514,4.861111111,4.828462516,3.438914027,2.040829578,0.566542406,0.696039036,1.025301364,1.536202085,2.18537796,3.048206182,4.076200418,4.829686723,5.052956752,4.929264169,4.703712243,5.290918081,4.292343387,3.993140617,3.643173306,2.761904762,2.280205393
COM,2010,0.397119014,0.461566535,0.763698465,1.118556288,1.521489929,2.189806678,2.980619389,3.74364629,4.161432667,4.345648573,4.346999857,4.308490447,4.608467591,4.131343284,3.732974609,3.270252324,1.829512304,0.347598992,0.405251382,0.66696625,0.979928541,1.371552762,2.027402977,2.783101045,3.534948393,4.010008982,4.348161283,4.497075463,4.594734125,5.285412262,4.511853174,4.175905395,3.798480608,1.743247791,0.44850752,0.51984361,0.86377762,1.261701262,1.675623453,2.355825605,3.181275165,3.954771694,4.31408059,4.343473238,4.199227945,4.033258873,3.964194373,3.796899573,3.362122147,2.89279637,1.917157065
COM,2015,0.37097682,0.426062257,0.646157553,0.993833075,1.480974541,2.00609019,2.449658965,3.016840817,3.482920295,3.718799475,3.64883066,3.492014584,3.516949153,3.856749311,3.553996339,2.841737103,1.614948857,0.333126873,0.37784571,0.570874623,0.879758308,1.3403452,1.861589604,2.299591661,2.867560998,3.369099905,3.723654973,3.771569433,3.727748691,4.040995608,4.230235784,4.12613217,3.318354649,1.548372946,0.410277807,0.476021873,0.72399198,1.111721795,1.625858092,2.154237183,2.602719696,3.168371074,3.5976464,3.713939067,3.527408368,3.264483627,3.028236257,3.515789474,3.076923077,2.493074792,1.68264365
COM,2017,0.360897016,0.407482867,0.545122259,0.867627537,1.380607891,1.912395209,2.324002241,2.7703961,3.239989532,3.547162589,3.563689831,3.449604934,3.418472652,3.737113402,3.869407497,3.319390096,1.542550055,0.322444061,0.360281675,0.481325401,0.767418535,1.244975727,1.771018117,2.176395513,2.628519226,3.12223091,3.546370711,3.67572619,3.672427337,3.92130621,4.109303296,4.41224893,3.849825008,1.478809255,0.400832107,0.456405711,0.611111111,0.971131139,1.520411184,2.057576301,2.474941645,2.914627974,3.358561968,3.547954821,3.453049296,3.234960272,2.950329889,3.400717929,3.409726104,2.929458636,1.607425293
CPV,2010,0.525150043,0.664599025,0.921588072,1.383439664,2.090566595,3.366807137,5.353847985,6.780344701,6.935439506,5.824198552,6.346992153,5.214842243,6.462530218,4.210212004,2.493173454,1.964182553,2.860958948,0.523782559,0.662438337,0.93289299,1.428912458,2.154617037,3.464027408,5.482731107,6.605582783,7.030489783,6.093284236,7.40694165,6.091973528,7.563694268,3.861003861,2.087392151,1.590290856,2.921933532,0.526543566,0.666785523,0.910183754,1.337929622,2.022360438,3.257344525,5.213329181,6.967927819,6.846599573,5.58339859,5.436662343,4.483099986,5.716607965,4.430379747,2.793874172,2.207084469,2.800788018
CPV,2015,0.419976262,0.71637903,0.834998573,1.279313996,2.151941157,3.047273289,4.04272802,5.491869665,6.423737239,6.317078147,5.170706505,5.611087263,4.825692653,6.367924528,4.25,2.335640138,2.80045711,0.415072547,0.71356856,0.841081695,1.3150154,2.29031916,3.220973783,4.069535984,5.283221157,6.103425316,6.445081829,5.930339138,6.506895167,5.095778315,5.711653616,4.034582133,1.969543147,2.844028746,0.425012935,0.719240599,0.828848224,1.243469175,2.014155428,2.862496512,4.012608195,5.72062953,6.766381766,6.197138566,4.497848502,4.853490214,4.606352552,6.794372942,4.378731874,2.567064562,2.757293166
CPV,2017,0.469715247,0.706919797,0.869392688,1.2834319,2.147093504,3.049223715,3.835818308,4.923508772,6.032482599,6.232675689,5.240467122,5.092345468,4.950940004,5.605564648,5.598455598,2.659015598,2.79929281,0.465973125,0.703463203,0.878010321,1.318009279,2.291504837,3.278507967,3.898563254,4.698808003,5.702151361,6.216637924,5.996097215,5.878942486,5.227993987,4.720052083,5.548926014,2.324589465,2.840982131,0.47356543,0.710473035,0.860628949,1.248581158,2.003649379,2.812902249,3.766245653,5.174359888,6.39183056,6.247976691,4.565269081,4.421364985,4.726334375,6.241201314,5.626255861,2.862347125,2.75790618
CPV,2005,0.441268818,0.73525734,0.977624341,1.336140444,2.428568498,4.586552217,6.233062331,6.950613066,5.699794711,6.798814376,4.829174664,5.149501661,3.454109686,2.035209118,1.766209621,1.312154696,2.676123709,0.44069165,0.735489001,0.98893036,1.366057714,2.541827542,4.921061471,6.481670407,7.245583867,6.479341899,8.636721828,6.033874382,6.102034011,4.517611026,1.749696233,1.443948543,0.866504197,2.809954381,0.441856482,0.735022655,0.966025913,1.305342484,2.310686927,4.236395553,5.966012691,6.672571597,5.098766312,5.614783227,3.901576944,4.361026773,2.833556448,2.240896359,2.022940563,1.641970364,2.547983517
CPV,1990,0.638891531,1.532054711,2.806280724,4.407766457,4.243437658,4.316338355,6.050737059,3.934221482,3.094042611,1.630668002,0.944533762,0.848806366,1.154487027,1.151385928,1.273584906,1.043984255,2.612297189,0.647127195,1.549151384,2.811643512,4.34434968,4.512115259,4.953611663,7.323490718,4.31392069,3.498727735,2.300674336,1.175318315,0.989364333,1.181208054,0.926784059,1.041124414,0.723096555,2.729754883,0.63050088,1.514743762,2.800674861,4.475413551,3.993668574,3.82141019,5.233048861,3.660863344,2.792899408,1.252796421,0.783779179,0.743080067,1.132962805,1.343342552,1.465517241,1.26002291,2.506123358
CPV,1995,0.684121755,0.688676012,1.221536086,1.943849868,3.428927681,4.454253612,5.122997066,7.686003629,6.540127914,8.574945295,5.180347336,1.853769677,1.572292468,1.630085997,2.152878568,1.392190153,2.56445839,0.720568969,0.724661124,1.281510187,2.037393321,3.558636626,4.824531045,5.806451613,9.414568747,7.588506112,10.42713568,7.752902156,2.357071214,1.717171717,1.441753172,1.851851852,1.023331969,2.721848569,0.646888244,0.65204505,1.16080441,1.848688838,3.29180408,4.107905292,4.591939042,6.567020251,5.739594709,7.146317829,3.74653099,1.49991177,1.460280374,1.781582601,2.408563782,1.653132251,2.418820083
CPV,2000,0.452111457,0.884382748,0.992624362,1.634460863,3.649850043,5.527137448,6.947291362,5.691687345,6.613143027,4.138544834,2.598527501,2.192605331,1.384708007,1.149810225,0.590522829,1.004536617,2.534482243,0.450279046,0.88492808,1.008538747,1.692073765,3.941763279,6.016420361,7.78993768,6.64709023,8.380057584,4.982758621,3.145057766,3.29847144,1.652892562,0.965805273,0.495540139,0.826446281,2.741090147,0.453985343,0.883826298,0.976440906,1.576230445,3.362059794,5.026206155,6.164818869,4.953964546,5.471273368,3.502148158,2.151101784,1.580235923,1.20542441,1.287302516,0.663773296,1.138627953,2.341887097
CRI,1990,2.729862795,7.984809466,10.08762181,15.00843777,18.97768506,18.74675498,18.74765422,19.16762665,16.52426821,15.95897036,15.74135927,13.05648543,13.44256038,14.48410883,16.54119778,19.70980603,13.48929827,2.777641938,8.037952118,10.11592832,14.83017392,18.88861609,18.81845521,18.90185043,19.24843817,16.03404807,15.52249001,16.06141936,14.28122192,14.73704757,16.06125085,19.0993363,23.33830889,13.59675431,2.679922306,7.929478749,10.05808387,15.19092418,19.06834155,18.67357572,18.59085805,19.08574571,17.0263931,16.40414382,15.41947201,11.8556701,12.20468242,13.01923416,14.25913231,16.90030623,13.38013172
CRI,1995,2.330639076,6.411296665,7.490710113,11.12727851,16.98165754,15.77299269,13.65332406,12.84801818,12.65651873,10.64940163,11.08038653,9.226165506,9.545112128,9.825773726,11.19173992,13.36761717,10.37580969,2.364323886,6.433969089,7.481023719,10.86666667,16.92591416,15.95240469,13.80240538,12.8947516,12.3263497,10.30360684,11.18275387,9.964406145,10.36524705,11.16260512,12.98885782,15.91071174,10.44682051,2.295417741,6.38759326,7.50083574,11.397409,17.03830038,15.59237647,13.50316727,12.80115269,12.98718647,11.00034896,10.97724837,8.494767312,8.759190342,8.596748702,9.616431961,11.43414528,10.30393992
CRI,2010,1.944173303,2.345164017,3.561538617,5.471895723,8.592571427,11.50649417,14.61940665,16.32071952,14.0620671,11.96292395,10.89799062,10.59853164,9.148510245,9.1912136,8.649674004,8.295488949,8.919230498,1.932134128,2.29578564,3.487486775,5.136154528,8.069514058,10.72509161,13.81002957,15.74286975,13.80941654,11.66987745,10.28210749,10.24236528,9.328548189,9.919538642,9.520400859,9.553424894,8.602870742,1.956798256,2.396836743,3.63893798,5.821730889,9.134148565,12.30840446,15.43904736,16.89104815,14.30948629,12.2505234,11.50002747,10.94367842,8.973461158,8.498760324,7.858567464,7.314707546,9.236767918
CRI,2015,2.066931943,2.575959743,2.912760917,4.481903443,7.224128239,10.24329919,12.22700487,14.23923086,15.28985507,13.09736386,10.95902366,9.981010193,9.73596381,8.449105602,8.597773717,7.515747222,8.563013171,2.039871483,2.502453652,2.831101573,4.171000675,6.723364584,9.45426851,11.41613659,13.49398145,14.8864336,12.7377724,10.28644592,9.588486546,9.965616743,9.078303535,9.366609361,8.55714835,8.214901999,2.095257026,2.652967336,2.998212387,4.806455265,7.744086128,11.05629901,13.05466538,14.98997462,15.68566305,13.44714213,11.61279221,10.35970305,9.517344447,7.85309236,7.894504251,6.696761234,8.911626358
CRI,2017,2.117807405,2.620357003,3.033442218,4.316114975,6.885208268,9.704885449,11.62905466,13.19878071,14.65546654,13.61031238,11.22370718,9.907741976,9.61292504,8.749853356,8.300883353,7.414588339,8.44340612,2.088206669,2.544289894,2.945388607,4.013241244,6.400088178,8.944188641,10.83965647,12.47021186,14.20204048,13.23622839,10.54684649,9.517537515,9.842495927,9.437185289,9.026618717,8.39462085,8.103405621,2.148825392,2.700039866,3.125605572,4.63238079,7.389295034,10.48958552,12.43635853,13.9361544,15.10419285,13.97352695,11.87912737,10.28369315,9.394799461,8.104321586,7.63511807,6.637146225,8.783608542
CRI,2005,2.209858987,2.506501579,4.15155613,5.681671375,9.025271691,12.72005864,14.94484375,13.25486296,11.51691599,10.94428429,10.52066149,9.567207583,9.006983262,8.991180678,9.055924353,7.590470303,8.43193048,2.218537304,2.488596826,4.103153509,5.424870045,8.705365094,12.29917249,14.63714231,13.02351566,11.24560589,10.65419085,10.19573173,9.526576694,9.330020837,9.856349845,10.19825073,8.838549169,8.279198218,2.200783156,2.52522631,4.202041806,5.948622594,9.355625144,13.14916089,15.25049035,13.48276211,11.78510782,11.23052583,10.83952062,9.607530163,8.691774499,8.174087044,8.037130451,6.626211547,8.58551473
CRI,2000,2.033896584,5.398943236,5.82553666,8.131489247,12.42669876,13.63519553,11.08182816,9.097924401,8.252351097,7.899435142,7.162241752,6.257625671,6.539204326,6.869907625,7.368005656,8.780499689,7.921297036,2.055127645,5.399107371,5.793731578,7.88907323,12.30008148,13.8137317,11.25556223,9.136651488,8.001099808,7.6715798,7.185186893,6.691341786,6.992431076,7.726536176,8.50128381,10.36559624,7.957701839,2.011665896,5.398771772,5.858642717,8.383223956,12.55697111,13.45625814,10.9093008,9.059362421,8.502271181,8.125426861,7.139304346,5.82643874,6.099579536,6.074643616,6.372927409,7.570225926,7.884602499
CUB,1990,0.050218787,0.056092032,0.092348675,0.044379334,0.069463631,0.072328069,0.108274546,0.152845506,0.209019841,0.295495495,0.492564136,1.201015013,1.571913363,1.631256081,1.784755659,1.103348638,0.326542577,0.049122639,0.054012636,0.087542392,0.040517549,0.057736721,0.057899076,0.089161826,0.125598513,0.161916017,0.223322795,0.386235234,1.072363081,1.655441481,1.978589249,2.186400174,1.392010557,0.324069585,0.051375558,0.058274751,0.097391744,0.048405063,0.081606875,0.087173033,0.127762357,0.180424748,0.257451505,0.369305758,0.599562526,1.327560898,1.492359189,1.310788131,1.421062571,0.85627838,0.329053624
CUB,1995,0.046391517,0.039843111,0.085268576,0.088232166,0.07112555,0.059547439,0.069810035,0.142951382,0.159434599,0.219336299,0.327570484,0.646354901,0.857265437,0.946413399,1.088274201,1.094465575,0.240114586,0.047054417,0.039159522,0.085297847,0.087841545,0.062033942,0.050496992,0.057652671,0.109440669,0.114421585,0.157169849,0.247408994,0.552965692,0.878324063,1.119949135,1.301861848,1.263548014,0.228765801,0.04569073,0.040563438,0.085238094,0.088638476,0.080559613,0.068879114,0.08228809,0.177251772,0.20529677,0.283490887,0.409631949,0.739352553,0.836961554,0.785911179,0.899661697,0.957001176,0.251617847
CUB,2000,0.041007375,0.034373505,0.069269889,0.12372621,0.102834399,0.05198575,0.067806949,0.096400312,0.148840752,0.1355897,0.183122343,0.217638003,0.202997843,0.314994606,0.39069546,1.146613117,0.159792143,0.044034264,0.034944925,0.073389405,0.130500614,0.096405675,0.048879176,0.056894562,0.068707507,0.096197437,0.090617233,0.130836217,0.156617071,0.183105637,0.332536198,0.392975562,1.203461034,0.140142294,0.037827452,0.033771078,0.064967388,0.116775793,0.10945323,0.055184206,0.078973274,0.124559826,0.202065371,0.180818747,0.236328146,0.27906051,0.222393256,0.298570649,0.388675983,1.102012733,0.179576187
CUB,2005,0.044022059,0.066660305,0.058484944,0.102542659,0.18606523,0.18173697,0.10862129,0.107967145,0.118006865,0.168535978,0.144520011,0.184662962,0.202550465,0.191393875,0.293006649,0.560777281,0.150856242,0.047764672,0.06838852,0.062192613,0.108287678,0.176859881,0.173818338,0.092768851,0.078942066,0.078882913,0.115873542,0.107143281,0.136576627,0.184834342,0.203637385,0.297389655,0.59967764,0.133198321,0.040062127,0.064840644,0.054521277,0.096515339,0.19554362,0.189898532,0.12485973,0.137438511,0.157421773,0.221354611,0.181733829,0.232927042,0.220061285,0.179754066,0.289054668,0.530513093,0.168631035
CUB,2010,0.042160252,0.04713646,0.066879597,0.068753388,0.108132827,0.187775234,0.185367183,0.111803623,0.104978835,0.109915645,0.15292104,0.129202329,0.160004049,0.175183662,0.169610497,0.372308711,0.130750316,0.046115269,0.048841,0.071889556,0.072686032,0.103415748,0.182114606,0.160861699,0.083570608,0.07217523,0.077879964,0.116610026,0.099112924,0.148927915,0.187558898,0.173580381,0.406349689,0.11643215,0.037973181,0.04533264,0.061520604,0.0645281,0.113067592,0.193613364,0.210617695,0.140602404,0.13795703,0.14181313,0.188766782,0.1587904,0.170934221,0.163248018,0.165967717,0.345982143,0.145126434
CUB,2015,0.036862493,0.048195414,0.052220143,0.076265667,0.09460457,0.128668564,0.192210975,0.180359294,0.106766248,0.097326523,0.097051484,0.132554438,0.111860403,0.137771766,0.153021233,0.236201488,0.116355443,0.04082933,0.05042082,0.056805688,0.081558401,0.090232701,0.12515082,0.168458618,0.136041926,0.074170516,0.069810158,0.075001831,0.103467689,0.106114265,0.148705203,0.15641428,0.257881215,0.103745672,0.032672371,0.045840018,0.047350942,0.070609994,0.099293478,0.132339797,0.216638671,0.225820033,0.139854478,0.124817538,0.118827516,0.160934489,0.117416707,0.1272426,0.149864351,0.219297151,0.128984825
CUB,2017,0.036674333,0.04864664,0.055373442,0.074543589,0.104193837,0.127758637,0.170151225,0.199164654,0.130067525,0.098213608,0.090863133,0.110916417,0.117168509,0.118551269,0.140544863,0.202746472,0.114378897,0.040632888,0.050838676,0.060315941,0.079934431,0.099636921,0.123863876,0.149515391,0.151027845,0.090588369,0.070816365,0.070423073,0.086866864,0.112045744,0.12848802,0.143842475,0.22114518,0.102023303,0.032495914,0.046324415,0.050128199,0.068801466,0.109090909,0.131865553,0.19143979,0.248506766,0.170243321,0.125692463,0.11105706,0.134398115,0.12209624,0.109048811,0.13746747,0.188266446,0.126745009
CYM,2000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.18466189,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,1995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.21343774,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.53745218,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,2010,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.34047958,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.56773344,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.56367062,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.53298681,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,2010,4.831099028,8.257023852,9.651142955,9.973389002,18.67534651,26.908561,26.88605087,28.75932905,26.11691162,20.74541729,15.44608935,13.33920939,13.03946102,12.48427369,9.454350609,6.041762629,16.93967412,4.755566312,7.886093114,9.468277107,9.503206195,17.47307863,23.10344148,21.92210656,23.21050845,21.52135686,16.41698755,13.21401371,11.82414524,12.33346472,12.78899914,10.160122,6.398191715,14.84526025,4.911781813,8.655152338,9.843276625,10.47607741,20.03161792,31.23655432,32.0108541,33.70933159,30.1750695,24.94747469,17.6509737,14.86676017,13.71280238,12.20091239,8.832259871,5.788193531,19.02849562
CYP,2015,2.993067249,7.966780864,10.22976099,11.92546425,19.80954861,26.0923358,27.37101048,26.94868964,23.21426268,18.07933924,14.92334864,10.77569034,12.97097737,13.95344146,9.878888625,6.569022693,16.53940404,2.950182546,7.621815594,9.904381758,11.38861886,18.21119386,22.55874013,22.82063861,20.93505133,18.30386638,14.40556353,12.44093613,9.648390389,12.006106,14.23302598,10.57692308,6.873614191,14.47432468,3.038743193,8.333596488,10.57965917,12.49405674,21.67206975,30.03018109,31.83024982,32.67964955,27.89777453,21.57310448,17.49001351,11.88263167,13.92658744,13.69452763,9.261744966,6.350358848,18.61097883
CYP,2017,2.832930523,8.260492127,10.11713627,13.10161826,22.34337726,25.52802055,25.55026985,25.32810159,19.96184615,16.7114094,13.69197849,10.63742148,12.31199076,14.30148554,9.426742218,6.486880466,16.02075705,2.782309495,7.742385492,9.93826801,11.51086382,19.18917356,20.54087233,20.11638591,19.46196363,16.74556809,14.97308847,12.79235362,10.71006965,12.10145666,14.95133238,10.41546904,6.209185698,14.01726395,2.886923563,8.810640662,10.30882721,14.81934589,25.91484716,31.16906989,31.10434184,30.90663235,23.03784669,18.35819365,14.59547103,10.56490878,12.51690359,13.68718238,8.552540336,6.689392946,18.02918853
CYP,2005,3.475330848,5.464866656,7.122480413,8.048642115,12.84138162,18.06380079,19.64626592,19.3208545,15.98402565,12.58524489,10.23942276,8.880244202,9.505694548,8.394738278,6.855858387,4.4771529,11.40116654,3.384858044,5.245616983,7.005573207,7.500233361,11.31206082,14.72262044,15.21970773,14.28253553,11.95408582,9.995928339,8.674470311,8.027314112,9.07605038,8.582880046,7.248600138,4.476205434,9.687552837,3.571788921,5.696991276,7.245857344,8.663353387,14.66651387,21.85827393,24.28837457,24.36497326,20.10565742,15.12994253,11.81405448,9.70217431,9.911544568,8.223821443,6.524556175,4.478515995,13.15969518
CYP,2000,2.603623327,4.578558276,7.449193915,7.941337078,10.84203938,13.60460939,13.88963967,12.37295242,10.39428128,8.677250476,7.08723919,6.418359341,7.122365663,6.211948559,5.155414769,3.7119305,8.48904786,2.57509503,4.517129791,7.55241292,7.72171827,9.475760736,10.5979178,10.37068358,8.958810069,7.708679553,7.39608802,6.278921034,5.921196484,7.118913698,6.631504923,5.264552601,3.533630212,7.308197928,2.633807076,4.643472854,7.339449541,8.179526791,12.38745094,16.76584594,17.47508687,15.86178672,13.21083527,9.961203376,7.902931794,6.911981927,7.125241261,5.850612344,5.066743218,3.84449802,9.688947406
CYP,1995,2.501079853,4.981807199,7.225158876,8.400978452,9.315670847,10.38839562,10.25877866,9.481344974,8.604558316,6.904085223,6.183219873,6.044868019,6.820596138,5.55796473,4.707413391,3.3135577,7.241309166,2.382822019,4.878321054,7.339159432,8.185580089,8.142267718,8.198768104,7.894890511,7.194310482,6.7774109,6.049588056,5.580727648,5.691411143,6.844685926,5.908804039,4.590895856,3.031259867,6.392892874,2.626367002,5.091534878,7.103372029,8.631287613,10.63567167,12.74738416,12.72168649,11.87833818,10.5054369,7.758020874,6.791717639,6.38622723,6.798699379,5.26105221,4.807210816,3.528561099,8.105977087
CYP,1990,2.664576803,5.585968722,7.772724187,8.294400669,6.482373901,6.480769533,6.369416421,6.450784803,5.883906621,4.584791015,4.689463047,4.886632615,6.428774726,4.739240915,3.999800509,2.961319572,5.714088185,2.411991199,5.385980737,7.911914024,7.897559667,5.537548008,5.359219826,5.392079396,5.611315498,5.336333682,4.277780328,4.467391905,4.677987824,6.236608509,4.795230689,3.767271157,2.610234479,5.265446648,2.936219285,5.801139565,7.624777028,8.724393433,7.574374311,7.726188899,7.399386994,7.335820052,6.443923889,4.893813481,4.907047125,5.083924135,6.595306163,4.689863843,4.199888745,3.232611174,6.17531198
CZE,2017,0.388952097,0.933587002,1.658596572,2.916017533,4.57712093,6.918856559,9.149985454,7.258227918,5.95330269,5.873570709,5.590055606,4.202607747,2.539976711,1.41713667,0.862053191,0.808366983,4.080595553,0.383865868,0.940990914,1.669800508,2.80936076,4.407625497,7.113137254,9.816336732,8.121397957,6.962964536,7.280536512,7.045649996,5.39726541,3.056014439,1.745473167,1.114664994,0.974642479,4.762236857,0.394336181,0.925775769,1.646808175,3.028411151,4.754545387,6.714604468,8.441164866,6.343979727,4.890007803,4.399792976,4.097061186,3.024526546,2.062353447,1.136160195,0.665445328,0.712259653,3.421618487
CZE,2015,0.312296328,0.948722752,1.693988276,2.849484437,4.028045808,6.957331561,8.513438875,6.536975896,5.998437069,6.008460611,5.37828438,3.77945097,2.172857057,1.241046119,0.889937843,0.770723375,3.927417458,0.303343116,0.953391276,1.728470111,2.743417338,3.896281502,7.228173734,9.160563235,7.33582627,7.061291753,7.508338101,6.795174612,4.785168634,2.605708124,1.528935415,1.16413072,0.926535461,4.591353988,0.321758949,0.943796623,1.657647345,2.961339323,4.166083602,6.670678369,7.823324762,5.692489696,4.877709019,4.43988453,3.9333614,2.797231667,1.775730196,0.996809557,0.67942064,0.683492398,3.286002312
CZE,2010,0.482006497,1.240037276,1.860307684,2.454230383,5.926990581,8.15548258,6.608121278,6.275401048,6.237972127,5.710025565,4.116101498,2.335436741,1.24404537,0.805191312,0.80555218,0.50224139,3.782101207,0.491750509,1.237732354,1.861668913,2.437025036,6.547852933,9.152034696,7.46934319,7.493525051,7.859157266,7.208654546,5.171692401,2.780446181,1.504175065,1.020571648,0.897766734,0.591208702,4.566649766,0.471730485,1.242462139,1.858852752,2.47232959,5.267239322,7.088827416,5.6946307,4.985351112,4.530750932,4.163274314,3.062204288,1.911474471,1.009962301,0.626330495,0.737720285,0.454283871,3.025846436
CZE,2005,0.587240078,1.016075794,0.946840333,1.406011317,2.944370424,3.902258735,4.783464106,5.653374687,5.205280991,4.372666526,3.408318115,2.637030285,2.848614604,3.110147302,2.51669129,2.054279293,3.14422369,0.622414402,1.074209853,1.002373179,1.459254485,3.174968043,4.329726134,5.546165927,6.712892803,6.178763366,5.028908923,3.966768954,3.055294568,3.344850374,3.768222494,2.799592425,2.350590993,3.636900372,0.550073372,0.954663782,0.888277502,1.35000473,2.703336244,3.456353391,3.991904979,4.560165449,4.207282542,3.714543456,2.864304426,2.245224447,2.410311234,2.586568181,2.316588744,1.902794287,2.676368322
CZE,2000,0.23983549,0.45932863,0.637513497,0.743464359,0.889444396,1.360145547,2.114554516,2.448158947,2.554265421,2.369186499,2.217357954,3.462552408,4.743251715,4.184936461,4.393430624,4.032976749,2.145750357,0.271447153,0.526902521,0.730609533,0.829935196,0.965761356,1.530233009,2.557664835,2.944236614,2.941184845,2.561768758,2.468938466,4.043100888,5.676832712,5.0102213,5.199540945,4.79719168,2.381890861,0.206426342,0.388048655,0.539439591,0.652699007,0.809626859,1.183265756,1.655449398,1.936553387,2.162145005,2.177998099,1.974108683,2.924051795,3.946039741,3.541907474,3.854342893,3.656369134,1.922057159
CZE,1995,0.136444263,0.318046515,0.452006212,0.427248805,0.697859518,1.255591294,1.614033626,1.760443758,1.64095263,1.790918778,2.097495044,3.517660171,3.159620999,2.90234361,2.977726208,3.716670265,1.598616628,0.153871391,0.362246894,0.514986037,0.474167412,0.757030731,1.399499151,1.911667958,2.075134269,1.860869992,1.936056795,2.343985553,4.14058041,3.718420925,3.514554605,3.584063268,4.463276057,1.754576619,0.118054353,0.271459061,0.385780224,0.378086597,0.636184634,1.105814891,1.305607233,1.43908554,1.419803772,1.64738388,1.860448433,2.955225656,2.687728529,2.44557737,2.593642806,3.366067988,1.451194123
CZE,1990,0.085568039,0.204112379,0.239560869,0.284622439,0.546485144,0.803617771,1.015232766,0.989005362,1.057599411,1.638019816,2.058178263,2.374707129,1.787632804,1.604657955,3.531274881,1.88408869,1.067519543,0.096293889,0.230286488,0.271054373,0.31829328,0.608220932,0.889437274,1.116850325,1.057801467,1.124464072,1.779795038,2.363491855,2.76218501,1.983380695,1.950602729,4.111450144,2.127577969,1.143534325,0.074256954,0.17657603,0.206508466,0.249379586,0.481929164,0.714253094,0.910857806,0.919191249,0.990424142,1.498023808,1.77058088,2.025636294,1.62729071,1.355425593,3.155869701,1.763825474,0.995807906
